Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       5/5           rq_add [92]
[91]     0.0    0.00    0.00       5         create_task [91]
                0.00    0.00       5/4601        tk_sleep [71]
                0.00    0.00       4/17          timer_never [83]
                0.00    0.00       1/4599        ll_insert [73]
-----------------------------------------------
                0.00    0.00       5/5           schedule_cb [94]
[92]     0.0    0.00    0.00       5         rq_add [92]
                0.00    0.00       5/5           rq_full [93]
                0.00    0.00       5/5           create_task [91]
-----------------------------------------------
                0.00    0.00       5/5           rq_add [92]
[93]     0.0    0.00    0.00       5         rq_full [93]
-----------------------------------------------
                0.00    0.00       2/5           main [1]
                0.00    0.00       3/5           schedule [106]
[94]     0.0    0.00    0.00       5         schedule_cb [94]
                0.00    0.00       5/5           rq_add [92]
-----------------------------------------------
                0.00    0.00       1/5           jobInput [66]
                0.00    0.00       4/5           rq_kill_all_tasks [112]
[95]     0.0    0.00    0.00       5         tk_kill [95]
-----------------------------------------------
                0.00    0.00       4/4           entity_spawn [97]
[96]     0.0    0.00    0.00       4         create_default_entity_controller [96]
                0.00    0.00       4/9           qu_init [88]
-----------------------------------------------
                0.00    0.00       4/4           game_init [24]
[97]     0.0    0.00    0.00       4         entity_spawn [97]
                0.00    0.00       4/4           create_default_entity_controller [96]
                0.00    0.00       4/36779       qu_enqueue [52]
-----------------------------------------------
                0.00    0.00       4/4           rq_pop [100]
[98]     0.0    0.00    0.00       4         rm_task [98]
-----------------------------------------------
                0.00    0.00       4/4           rq_pop [100]
[99]     0.0    0.00    0.00       4         rq_empty [99]
-----------------------------------------------
                0.00    0.00       4/4           rq_run [3]
[100]    0.0    0.00    0.00       4         rq_pop [100]
                0.00    0.00       4/4           rq_empty [99]
                0.00    0.00       4/4           rm_task [98]
-----------------------------------------------
                0.00    0.00       1/4           UI_init [19]
                0.00    0.00       3/4           main [1]
[101]    0.0    0.00    0.00       4         st_init [101]
-----------------------------------------------
                0.00    0.00       4/4           UI_init [19]
[102]    0.0    0.00    0.00       4         window_insert_draw_func [102]
                0.00    0.00       4/36779       qu_enqueue [52]
-----------------------------------------------
                0.00    0.00       3/3           window_mgr_free [44]
[103]    0.0    0.00    0.00       3         free_window [103]
-----------------------------------------------
                0.00    0.00       3/3           window_mgr_add [107]
[104]    0.0    0.00    0.00       3         init_window [104]
                0.00    0.00       3/9           qu_init [88]
-----------------------------------------------
                0.00    0.00       3/3           scheduler_init [127]
[105]    0.0    0.00    0.00       3         ll_init [105]
-----------------------------------------------
                0.00    0.00       1/3           game_init [24]
                0.00    0.00       2/3           main [1]
[106]    0.0    0.00    0.00       3         schedule [106]
                0.00    0.00       3/5           schedule_cb [94]
-----------------------------------------------
                0.00    0.00       3/3           UI_init [19]
[107]    0.0    0.00    0.00       3         window_mgr_add [107]
                0.00    0.00       3/3           init_window [104]
                0.00    0.00       3/36779       qu_enqueue [52]
-----------------------------------------------
                0.00    0.00       2/2           UI_init [19]
[108]    0.0    0.00    0.00       2         box_win [108]
                0.00    0.00       2/2           draw_square [109]
-----------------------------------------------
                0.00    0.00       2/2           box_win [108]
[109]    0.0    0.00    0.00       2         draw_square [109]
                0.00    0.00       2/2           _draw_square [183]
-----------------------------------------------
                0.00    0.00       1/2           UI_init [19]
                0.00    0.00       1/2           world_init [25]
[110]    0.0    0.00    0.00       2         noise_init [110]
-----------------------------------------------
                0.00    0.00       2/2           scheduler_new_rq_ [114]
[111]    0.0    0.00    0.00       2         rq_init [111]
-----------------------------------------------
                0.00    0.00       2/2           rqll_kill_all_tasks [125]
[112]    0.0    0.00    0.00       2         rq_kill_all_tasks [112]
                0.00    0.00       4/5           tk_kill [95]
-----------------------------------------------
                0.00    0.00       1/2           game_init [24]
                0.00    0.00       1/2           init [20]
[113]    0.0    0.00    0.00       2         scheduler_new_rq [113]
                0.00    0.00       2/2           scheduler_new_rq_ [114]
-----------------------------------------------
                0.00    0.00       2/2           scheduler_new_rq [113]
[114]    0.0    0.00    0.00       2         scheduler_new_rq_ [114]
                0.00    0.00       2/2           rq_init [111]
                0.00    0.00       2/4599        ll_insert [73]
-----------------------------------------------
                0.00    0.00       1/1           rq_run [3]
[115]    0.0    0.00    0.00       1         cb_exit [115]
                0.00    0.00       1/1           kill_all_tasks [124]
-----------------------------------------------
                0.00    0.00       1/1           init [20]
[116]    0.0    0.00    0.00       1         checkifNULL [116]
-----------------------------------------------
                0.00    0.00       1/1           world_free [36]
[117]    0.0    0.00    0.00       1         chunk_free_all [117]
-----------------------------------------------
                0.00    0.00       1/1           chunk_get_free [22]
[118]    0.0    0.00    0.00       1         chunk_init_arena [118]
-----------------------------------------------
                0.00    0.00       1/1           game_init [24]
[119]    0.0    0.00    0.00       1         entity_set_keyboard_controller [119]
-----------------------------------------------
                0.00    0.00       1/1           world_init [25]
[120]    0.0    0.00    0.00       1         ht_init [120]
-----------------------------------------------
                0.00    0.00       1/1           game_init [24]
[121]    0.0    0.00    0.00       1         init_entity_types [121]
                0.00    0.00       8/8           create_entity_type [89]
-----------------------------------------------
                0.00    0.00       1/1           game_init [24]
[122]    0.0    0.00    0.00       1         init_skins [122]
                0.00    0.00       8/8           create_skin [90]
-----------------------------------------------
                0.00    0.00       1/1           init [20]
[123]    0.0    0.00    0.00       1         keyboard_init [123]
                0.00    0.00      13/17          timer_never [83]
-----------------------------------------------
                0.00    0.00       1/1           cb_exit [115]
[124]    0.0    0.00    0.00       1         kill_all_tasks [124]
                0.00    0.00       1/1           rqll_kill_all_tasks [125]
-----------------------------------------------
                0.00    0.00       1/1           kill_all_tasks [124]
[125]    0.0    0.00    0.00       1         rqll_kill_all_tasks [125]
                0.00    0.00       2/2           rq_kill_all_tasks [112]
                0.00    0.00       1/4597        ll_empty [74]
-----------------------------------------------
                0.00    0.00       1/1           exit_state [30]
[126]    0.0    0.00    0.00       1         scheduler_free [126]
-----------------------------------------------
                0.00    0.00       1/1           init [20]
[127]    0.0    0.00    0.00       1         scheduler_init [127]
                0.00    0.00       3/3           ll_init [105]
-----------------------------------------------
                0.00    0.00       1/1           st_push [129]
[128]    0.0    0.00    0.00       1         st_full [128]
-----------------------------------------------
                0.00    0.00       1/1           UI_init [19]
[129]    0.0    0.00    0.00       1         st_push [129]
                0.00    0.00       1/1           st_full [128]
-----------------------------------------------
                0.00    0.00       1/1           init [20]
[130]    0.0    0.00    0.00       1         timer_init [130]
                0.00    0.00       3/14107       timer_now [57]
-----------------------------------------------
                0.00    0.00       1/1           UI_init [19]
[131]    0.0    0.00    0.00       1         window_mgr_init [131]
                0.00    0.00       1/9           qu_init [88]
-----------------------------------------------
                0.00    0.00       2/2           draw_square [109]
[183]    0.0    0.00    0.00       2         _draw_square [183]
                0.00    0.00       8/49302       draw_line [48]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2025 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [43] UI_exit                [24] game_init              [99] rq_empty
  [19] UI_init                 [8] game_world_getxy       [93] rq_full
   [5] UI_loop                [15] ht_entry              [111] rq_init
  [69] UI_update_time        [120] ht_init               [112] rq_kill_all_tasks
  [17] _chunk_create          [27] ht_insert             [100] rq_pop
 [183] _draw_square           [14] ht_lookup               [3] rq_run
  [12] _init                  [20] init                  [125] rqll_kill_all_tasks
 [108] box_win                [34] init_colors           [106] schedule
 [115] cb_exit               [121] init_entity_types      [94] schedule_cb
 [116] checkifNULL           [122] init_skins              [2] schedule_run
  [84] chunk_arena_next      [104] init_window           [126] scheduler_free
  [26] chunk_create           [23] is_arena_full         [127] scheduler_init
  [85] chunk_determine_type   [65] jobIO                 [113] scheduler_new_rq
 [117] chunk_free_all         [66] jobInput              [114] scheduler_new_rq_
  [22] chunk_get_free         [63] jobMain                [42] set_entity_facing (entity.c)
  [21] chunk_ht_hash           [4] jobUI                  [59] sign_of_int (UI.c)
 [118] chunk_init_arena       [51] kb_down               [128] st_full
  [18] chunk_insert          [123] keyboard_init         [101] st_init
  [10] chunk_lookup           [67] keyboard_poll          [60] st_peek
  [87] chunk_nearest          [46] keyid_to_string       [129] st_push
  [86] chunk_populate        [124] kill_all_tasks         [55] tick_entity_behaviour
  [80] chunk_populate_mine    [61] lerp                   [58] timer_diff
  [79] chunk_populate_plains  [74] ll_empty               [45] timer_diff_milisec
  [96] create_default_entity_controller [72] ll_full     [130] timer_init
  [89] create_entity_type    [105] ll_init                [83] timer_never
  [90] create_skin            [73] ll_insert              [57] timer_now
  [91] create_task            [75] ll_rm                  [39] timer_print
  [40] default_find_path      [82] man_dist               [68] timer_ready
  [41] default_tick           [35] noise_free             [37] timer_sleep
  [49] draw_clock_needle     [110] noise_init             [38] timer_synchronize
   [7] draw_gamewin           [78] perlin_noise_2D        [95] tk_kill
  [31] draw_keyboard_state    [81] perlin_noise_2D_var    [71] tk_sleep
  [48] draw_line              [76] player_tick            [13] topleft_coordinate
   [6] draw_main_menu         [50] qu_dequeue             [28] update_game_world
  [70] draw_rt_clock          [47] qu_empty               [56] vec2_dot
 [109] draw_square            [52] qu_enqueue             [64] wake_tasks
  [29] draw_uiwin             [53] qu_full               [102] window_insert_draw_func
 [119] entity_set_keyboard_controller [11] qu_get        [107] window_mgr_add
  [97] entity_spawn           [88] qu_init                [44] window_mgr_free
  [30] exit_state             [54] qu_next               [131] window_mgr_init
  [62] fade                   [77] qu_peek                [36] world_free
 [103] free_window            [16] qu_peek_tail            [9] world_getxy
  [32] game_free              [98] rm_task                [25] world_init
  [33] game_get_context       [92] rq_add
